2026-06-08 00:16:34.195 | INFO     | ui_conftest | 测试环境 URL: http://192.168.64.7:8181
2026-06-08 00:16:34.195 | INFO     | smoke_conftest | [冒烟测试] 开始: test_check_all_and_verify_settings
2026-06-08 00:16:34.195 | INFO     | ui_conftest | 初始化浏览器: type=chrome, headless=False
2026-06-08 00:16:36.173 | INFO     | ui_conftest | 浏览器已启动: chrome
2026-06-08 00:16:36.174 | INFO     | TosLoginPage | 打开 TOS 登录页面: http://192.168.64.7:8181
2026-06-08 00:16:36.325 | INFO     | BasePage | 打开页面: http://192.168.64.7:8181
2026-06-08 00:16:36.499 | INFO     | BasePage | 页面已打开: http://192.168.64.7:8181
2026-06-08 00:16:39.505 | DEBUG    | DataLoader | 加载 YAML 数据: /Users/miaoqi/Desktop/test_dev_projects/ui_automation/testcases/smoke/../../testdata/tos_login_data.yaml
2026-06-08 00:16:39.505 | INFO     | TosLoginPage | 执行登录: 用户=test, 保持登录=False
2026-06-08 00:16:39.505 | INFO     | TosLoginPage | 输入用户名: test
2026-06-08 00:16:39.505 | DEBUG    | BasePage | 等待元素可见: ('css selector', "input.Xinput-input__inner[placeholder='用户名']"), 超时: 15s
2026-06-08 00:16:40.074 | DEBUG    | BasePage | 元素已可见: ('css selector', "input.Xinput-input__inner[placeholder='用户名']")
2026-06-08 00:16:40.074 | INFO     | BasePage | 输入文本到元素: ('css selector', "input.Xinput-input__inner[placeholder='用户名']"), 内容: 'test'
2026-06-08 00:16:40.074 | DEBUG    | BasePage | 查找元素: ('css selector', "input.Xinput-input__inner[placeholder='用户名']"), 超时: 10s
2026-06-08 00:16:40.077 | DEBUG    | BasePage | 元素已找到: ('css selector', "input.Xinput-input__inner[placeholder='用户名']")
2026-06-08 00:16:40.092 | DEBUG    | BasePage | 已清空输入框
2026-06-08 00:16:40.180 | INFO     | BasePage | 文本输入成功: 'test'
2026-06-08 00:16:40.180 | INFO     | TosLoginPage | 点击下一步（第一步）
2026-06-08 00:16:40.180 | DEBUG    | BasePage | 查找元素: ('css selector', 'i.iconfont.iconright'), 超时: 10s
2026-06-08 00:16:40.184 | DEBUG    | BasePage | 元素已找到: ('css selector', 'i.iconfont.iconright')
2026-06-08 00:16:40.201 | DEBUG    | BasePage | 等待元素可见: ('css selector', "input.Xinput-input__inner[placeholder='密码']"), 超时: 10s
2026-06-08 00:16:40.209 | DEBUG    | BasePage | 元素已可见: ('css selector', "input.Xinput-input__inner[placeholder='密码']")
2026-06-08 00:16:40.209 | INFO     | TosLoginPage | 输入密码
2026-06-08 00:16:40.210 | DEBUG    | BasePage | 等待元素可见: ('css selector', "input.Xinput-input__inner[placeholder='密码']"), 超时: 10s
2026-06-08 00:16:40.214 | DEBUG    | BasePage | 元素已可见: ('css selector', "input.Xinput-input__inner[placeholder='密码']")
2026-06-08 00:16:40.214 | INFO     | BasePage | 输入文本到元素: ('css selector', "input.Xinput-input__inner[placeholder='密码']"), 内容: 'Admin123'
2026-06-08 00:16:40.214 | DEBUG    | BasePage | 查找元素: ('css selector', "input.Xinput-input__inner[placeholder='密码']"), 超时: 10s
2026-06-08 00:16:40.216 | DEBUG    | BasePage | 元素已找到: ('css selector', "input.Xinput-input__inner[placeholder='密码']")
2026-06-08 00:16:40.223 | DEBUG    | BasePage | 已清空输入框
2026-06-08 00:16:40.274 | INFO     | BasePage | 文本输入成功: 'Admin123'
2026-06-08 00:16:40.274 | INFO     | TosLoginPage | 取消勾选保持登录
2026-06-08 00:16:40.274 | DEBUG    | BasePage | 查找元素: ('css selector', 'input.input_check'), 超时: 5s
2026-06-08 00:16:40.277 | DEBUG    | BasePage | 元素已找到: ('css selector', 'input.input_check')
2026-06-08 00:16:40.280 | INFO     | TosLoginPage | 点击下一步（第二步/登录）
