2026-06-02 00:21:11.213 | INFO     | ui_conftest | 测试环境 URL: http://192.168.64.7:8181
2026-06-02 00:21:11.213 | INFO     | smoke_conftest | [冒烟测试] 开始: test_click_storage_manager
2026-06-02 00:21:11.213 | INFO     | ui_conftest | 初始化浏览器: type=chrome, headless=False
2026-06-02 00:21:12.398 | INFO     | ui_conftest | 浏览器已启动: chrome
2026-06-02 00:21:12.398 | INFO     | TosLoginPage | 打开 TOS 登录页面: http://192.168.64.7:8181
2026-06-02 00:21:12.398 | INFO     | BasePage | 打开页面: http://192.168.64.7:8181
2026-06-02 00:21:12.466 | INFO     | BasePage | 页面已打开: http://192.168.64.7:8181
2026-06-02 00:21:15.472 | DEBUG    | DataLoader | 加载 YAML 数据: /Users/miaoqi/Desktop/test_dev_projects/ui_automation/testcases/smoke/../../testdata/tos_login_data.yaml
2026-06-02 00:21:15.472 | INFO     | TosLoginPage | 执行登录: 用户=test, 保持登录=False
2026-06-02 00:21:15.472 | INFO     | TosLoginPage | 输入用户名: test
2026-06-02 00:21:15.472 | DEBUG    | BasePage | 等待元素可见: ('css selector', "input.Xinput-input__inner[placeholder='用户名']"), 超时: 15s
2026-06-02 00:21:16.223 | DEBUG    | BasePage | 元素已可见: ('css selector', "input.Xinput-input__inner[placeholder='用户名']")
2026-06-02 00:21:16.223 | INFO     | BasePage | 输入文本到元素: ('css selector', "input.Xinput-input__inner[placeholder='用户名']"), 内容: 'test'
2026-06-02 00:21:16.223 | DEBUG    | BasePage | 查找元素: ('css selector', "input.Xinput-input__inner[placeholder='用户名']"), 超时: 10s
2026-06-02 00:21:16.225 | DEBUG    | BasePage | 元素已找到: ('css selector', "input.Xinput-input__inner[placeholder='用户名']")
2026-06-02 00:21:16.237 | DEBUG    | BasePage | 已清空输入框
2026-06-02 00:21:16.317 | INFO     | BasePage | 文本输入成功: 'test'
2026-06-02 00:21:16.317 | INFO     | TosLoginPage | 点击下一步（第一步）
2026-06-02 00:21:16.317 | DEBUG    | BasePage | 查找元素: ('css selector', 'i.iconfont.iconright'), 超时: 10s
2026-06-02 00:21:16.321 | DEBUG    | BasePage | 元素已找到: ('css selector', 'i.iconfont.iconright')
2026-06-02 00:21:16.403 | DEBUG    | BasePage | 等待元素可见: ('css selector', "input.Xinput-input__inner[placeholder='密码']"), 超时: 10s
2026-06-02 00:21:16.415 | DEBUG    | BasePage | 元素已可见: ('css selector', "input.Xinput-input__inner[placeholder='密码']")
2026-06-02 00:21:16.415 | INFO     | TosLoginPage | 输入密码
2026-06-02 00:21:16.415 | DEBUG    | BasePage | 等待元素可见: ('css selector', "input.Xinput-input__inner[placeholder='密码']"), 超时: 10s
2026-06-02 00:21:16.422 | DEBUG    | BasePage | 元素已可见: ('css selector', "input.Xinput-input__inner[placeholder='密码']")
2026-06-02 00:21:16.422 | INFO     | BasePage | 输入文本到元素: ('css selector', "input.Xinput-input__inner[placeholder='密码']"), 内容: 'Admin123'
2026-06-02 00:21:16.422 | DEBUG    | BasePage | 查找元素: ('css selector', "input.Xinput-input__inner[placeholder='密码']"), 超时: 10s
2026-06-02 00:21:16.427 | DEBUG    | BasePage | 元素已找到: ('css selector', "input.Xinput-input__inner[placeholder='密码']")
2026-06-02 00:21:16.437 | DEBUG    | BasePage | 已清空输入框
2026-06-02 00:21:16.493 | INFO     | BasePage | 文本输入成功: 'Admin123'
2026-06-02 00:21:16.493 | INFO     | TosLoginPage | 取消勾选保持登录
2026-06-02 00:21:16.493 | DEBUG    | BasePage | 查找元素: ('css selector', 'input.input_check'), 超时: 5s
2026-06-02 00:21:16.496 | DEBUG    | BasePage | 元素已找到: ('css selector', 'input.input_check')
2026-06-02 00:21:16.500 | INFO     | TosLoginPage | 点击下一步（第二步/登录）
2026-06-02 00:21:16.500 | DEBUG    | BasePage | 查找元素: ('css selector', 'i.iconfont.iconright'), 超时: 10s
2026-06-02 00:21:16.502 | DEBUG    | BasePage | 元素已找到: ('css selector', 'i.iconfont.iconright')
2026-06-02 00:21:21.508 | INFO     | TosLoginPage | 验证登录是否成功...
2026-06-02 00:21:21.531 | INFO     | TosLoginPage | 登录成功：URL 已变为 http://192.168.64.7:8181/tos/#/desktop
2026-06-02 00:21:24.537 | INFO     | TosNavbarPage | 通过名称查找并点击应用: 存储管理
2026-06-02 00:21:26.322 | DEBUG    | TosNavbarPage |   悬浮图标，tooltip='开始'
2026-06-02 00:21:28.111 | DEBUG    | TosNavbarPage |   悬浮图标，tooltip='所有应用'
2026-06-02 00:21:29.888 | DEBUG    | TosNavbarPage |   悬浮图标，tooltip='文件管理'
2026-06-02 00:21:31.665 | DEBUG    | TosNavbarPage |   悬浮图标，tooltip='备份'
2026-06-02 00:21:33.441 | DEBUG    | TosNavbarPage |   悬浮图标，tooltip='控制面板'
2026-06-02 00:21:35.230 | DEBUG    | TosNavbarPage |   悬浮图标，tooltip='存储管理'
